FEATURE AREA,FEATURE AREA COVERAGE
Commissioning-BTS Settings (except toggle fault),50.67%
Commissioning-Local Cell Group,35.61%
Commissioning-LTE Carrier,30.60%
Commissioning-Local Cell Resource,26.60%
Commissioning-Local Cell Settings,0.00%
"Commissioning EAC (System Module External Fault and Control Settings), EAC for FHS, EAC in XLF XLC",31.43%
Commissioning-Site Testing,20.30%
Commissioning-Module Settings,43.75%
Commissioning-Configuration Change Notifications (CCNs),69.57%
Commissioning-ALD area,44.47%
Commissioning-BTS Synchronization Settings,53.68%
Commissioning-LTE Commissioning Radio Network Configuration (PDDB)/Commissioning-RNW,39.28%
Commissioning-Concurrent Mode Settings,24.54%
Commissioning-Additional Site Settings,39.68%






FEATURE AREA,FEATURE AREA COVERAGE,CLASS,CLASS COVERAGE,LINE_MISSED,LINE_COVERED,METHOD_MISSED,METHOD_COVERED
,,com.hahaqu.em.bts.common.commissioning.controller.EACSettingsRadioController,70.59%,5,12,3,4
,,com.hahaqu.em.bts.common.commissioning.model.scfprocessor.EACSettingsSCFProcessor,2.29%,171,4,13,1
,,com.hahaqu.em.bts.common.commissioning.model.scfprocessor.EACSettingsSCFProcessor$ModuleType,0.00%,2,0,4,0
,,com.hahaqu.em.bts.common.eac.model.EACTestLine,0.00%,117,0,20,0
,,com.hahaqu.em.bts.common.eac.model.EACModel,26.06%,139,49,20,7
,,com.hahaqu.em.bts.common.eac.model.EACStatusTableModel,0.00%,34,0,5,0
,,com.hahaqu.em.bts.common.eac.model.EACTestAlarmTableModel,0.00%,25,0,4,0
,,com.hahaqu.em.bts.common.eac.model.EACLine$InitialState,100.00%,0,4,2,2
,,com.hahaqu.em.bts.common.eac.model.EACStatusControlsTableModel,0.00%,27,0,6,0
,,com.hahaqu.em.bts.common.eac.model.EACLine,65.82%,27,52,7,26
,,com.hahaqu.em.bts.common.eac.model.EACTestControlsTableModel,0.00%,48,0,7,0
,,com.hahaqu.em.bts.common.eac.model.EACUIModel$1,0.00%,6,0,2,0
,,com.hahaqu.em.bts.common.eac.model.EACTestLine$TestStatus,0.00%,4,0,4,0
,,com.hahaqu.em.bts.common.eac.model.EACLine$1,5.00%,19,1,1,1
,,com.hahaqu.em.bts.common.eac.model.EACTableModel,0.00%,115,0,24,0
,,com.hahaqu.em.bts.common.eac.model.EACUIModel$ViewType,0.00%,3,0,4,0
,,com.hahaqu.em.bts.common.eac.model.EACUIModel,0.00%,71,0,15,0
,,com.hahaqu.em.bts.common.eac.model.EACLine$Polarity,100.00%,0,4,2,2
,,com.hahaqu.em.bts.common.eac.model.EACLine$Severity,100.00%,0,5,2,2
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEEACSettingsRadioView,100.00%,0,27,0,2
,,com.hahaqu.em.bts.gui.tdlte.commissioning.model.TDLTEEACSettingsModel,0.00%,58,0,6,0
,,com.hahaqu.em.bts.gui.lnf.commissioning.controller.LNFSystemEACSettingsController,0.00%,16,0,3,0
,,com.hahaqu.em.bts.gui.lnf.commissioning.controller.LNFSFNEACSettingsController,0.00%,20,0,3,0
,,com.hahaqu.em.bts.gui.lnf.commissioning.view.LNFSFNEACSettingsView,0.00%,10,0,4,0
,,com.hahaqu.em.bts.gui.lnf.commissioning.view.LNFSystemEACSettingsView,0.00%,10,0,4,0
,,com.hahaqu.em.bts.gui.lte.commissioning.controller.LTEEACSettingsRadioController,100.00%,0,4,0,1
Commissioning-Site Testing,20.30%,com.hahaqu.em.bts.gui.tdlte.commissioning.test.TDLTETestModel,0.00%,3,0,2,0
,,com.hahaqu.em.sitemgr.services.commission.groups.TestGroupInitializer,100.00%,0,7,0,2
,,com.hahaqu.em.bts.common.commissioning.test.EACFunctionalityTest$1,100.00%,0,3,0,2
,,com.hahaqu.em.bts.common.commissioning.test.EACFunctionalityTest,44.07%,33,26,11,6
,,com.hahaqu.em.bts.gui.lte.commissioning.test.LTETestModel,22.97%,57,17,12,6
,,com.hahaqu.em.sitemgr.services.commission.Test$AdditionalInfo,0.00%,2,0,4,0
,,com.hahaqu.em.sitemgr.services.commission.Test,44.74%,21,17,8,6
,,com.hahaqu.em.sitemgr.services.commission.Test$Status,100.00%,0,2,2,2
,,com.hahaqu.em.sitemgr.gui.commission.pages.TestView$ResultPanel,0.00%,8,0,3,0
,,com.hahaqu.em.sitemgr.gui.commission.pages.TestView,1.11%,178,2,12,1
,,com.hahaqu.em.sitemgr.gui.commission.pages.TestView$1,0.00%,7,0,2,0
,,com.hahaqu.em.sitemgr.gui.commission.pages.TestView$2,0.00%,4,0,2,0
,,com.hahaqu.em.sitemgr.gui.commission.pages.TestPage,47.06%,9,8,5,2
Commissioning-Module Settings,43.75%,com.hahaqu.em.bts.gui.lte.commissioning.model.LTERadioTableModel,72.15%,22,57,4,12
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTESMLinkModeData,23.08%,50,15,7,4
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTESMLinkSpeedData,35.84%,281,157,27,39
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEModuleDefinition,76.40%,21,68,13,18
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEModuleClimateData,61.86%,37,60,8,19
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTELinkSettingsData,56.52%,20,26,10,10
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEFHSTableModel,18.33%,49,11,7,5
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEModuleSettingsModel,45.73%,1126,949,86,120
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEModuleSettingsModel$1,100.00%,0,2,0,2
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEModuleSettingsModel$2,50.00%,1,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEModuleSettingsModel$3,50.00%,1,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEModuleSettingsModel$4,50.00%,1,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEModuleSettingsModel$5,50.00%,1,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTESystemControlTableModel,57.23%,71,95,3,13
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTESystemAndFSPTableModel,76.67%,14,46,2,10
,,com.hahaqu.em.bts.common.commissioning.model.mdinitializer.ModuleSettingsModelInitializer,95.12%,2,39,0,4
,,com.hahaqu.em.bts.gui.lte.commissioning.model.initializer.LTEModuleSettingsModelInitializer,99.19%,1,122,0,10
,,com.hahaqu.em.bts.common.commissioning.view.eqview.ModuleSettingsEqView,100.00%,0,12,0,2
,,com.hahaqu.em.bts.gui.lte.commissioning.model.scfprocessor.LTEModuleSettingsSCFProcessor,52.52%,132,146,14,16
,,com.hahaqu.em.bts.common.commissioning.model.BTSConnector,0.00%,41,0,18,0
,,com.hahaqu.em.bts.common.commissioning.model.ModuleSettingsModel$1,0.00%,2,0,2,0
,,com.hahaqu.em.bts.common.commissioning.model.ModuleSettingParametersHolder,39.29%,17,11,10,4
,,com.hahaqu.em.bts.common.commissioning.model.ModuleSettingsModel,19.92%,205,51,32,11
,,com.hahaqu.em.bts.common.commissioning.model.BTSCabLink,33.33%,48,24,16,12
,,com.hahaqu.em.bts.common.commissioning.model.ModuleSettingsModel$ModuleType,80.00%,1,4,2,3
,,com.hahaqu.em.bts.common.commissioning.model.validator.ModuleSettingsModelValidator,100.00%,0,4,0,2
,,com.hahaqu.em.bts.common.component.siteinfo.model.helper.ModuleSettingsHelper$1,0.00%,18,0,2,0
,,com.hahaqu.em.bts.common.component.siteinfo.model.helper.ModuleSettingsHelper,0.00%,131,0,18,0
,,com.hahaqu.em.bts.common.commissioning.view.ModuleSettingsView$1,0.00%,18,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.ModuleSettingsView,18.89%,73,17,10,7
,,com.hahaqu.em.bts.common.commissioning.view.ModuleSettingsView$MutexTableSelectionListener,85.00%,3,17,2,7
,,com.hahaqu.em.bts.common.commissioning.controller.ModuleSettingsController,81.25%,3,13,2,3
,,com.hahaqu.em.bts.common.commissioning.model.scfprocessor.ModuleSettingsSCFProcessor,1.96%,50,1,5,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEModuleSettingsView$SystemComboBoxCellEditor,6.35%,59,4,2,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEModuleSettingsView$LinkModeChangeListener,0.00%,14,0,4,0
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEModuleSettingsView$RadioComboboxCellEditor,13.79%,25,4,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEModuleSettingsView$FHSComboboxCellEditor,13.79%,25,4,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEModuleSettingsView$2,16.67%,5,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEModuleSettingsView$1,80.00%,1,4,0,3
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEModuleSettingsView,49.63%,203,200,20,21
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEModuleSettingsView$BBComboboxCellEditor,13.79%,25,4,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEModuleSettingsView$LinkSpeedChangeListener,0.00%,18,0,4,0
,,com.hahaqu.em.bts.gui.lte.commissioning.view.LTEModuleSettingsView$ENUM_BALLOON_TYPE,0.00%,4,0,4,0
,,com.hahaqu.em.bts.gui.lte.commissioning.controller.LTEModuleSettingsController,62.30%,23,38,0,3
Commissioning-Configuration Change Notifications (CCNs),69.57%,com.hahaqu.em.bts.common.scf.CCNProcessResult$CCN_PROCESSED_RESULT,100.00%,0,2,2,2
,,com.hahaqu.em.bts.common.scf.CCNProcessResult,90.24%,4,37,0,10
,,com.hahaqu.em.bts.common.scf.ManagementObjectProcessResult$PROCESSRESULTS,100.00%,0,2,2,2
,,com.hahaqu.em.bts.common.scf.ConfigurationChangeReceiver,77.93%,79,279,5,43
,,com.hahaqu.em.bts.common.scf.ManagementObjectProcessResult,82.35%,3,14,2,7
,,com.hahaqu.em.bts.common.scf.ConfigurationChangeReceiver$1,100.00%,0,4,0,2
,,com.hahaqu.em.bts.common.scf.ConfigurationChangeReceiver$2,100.00%,0,5,0,2
,,com.hahaqu.em.bts.common.scf.ConfigurationChangeObject,43.20%,96,73,7,8
Commissioning-ALD area,44.47%,com.hahaqu.em.bts.gui.lnf.commissioning.model.validator.current.LNFAntennaSettingsValidator,0.00%,2,0,2,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.MicroALSModel,0.00%,26,0,8,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTERETManagementTableModel,0.00%,53,0,13,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTERETSettingsModel$LTERETDetectionSourceSelector,5.56%,17,1,2,1
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEAntennaSettings$PHYANTDocumentListener,12.50%,7,1,4,1
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEAntennaSettings$PHYANTProCodeDocListener,33.33%,2,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEAntennaSettings,57.26%,53,71,18,25
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEPassiveMHASettings,0.00%,2,0,1,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEAISGMHASettingsModel,60.12%,136,205,20,44
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEALDSettingsModel,54.30%,101,120,14,24
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEAntennaSettings$PHYANTSerialNumListener,33.33%,2,1,1,1
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEAISGMHASettingsModel$1,11.11%,8,1,2,1
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEAISGMHASettingsModel$2,11.11%,8,1,2,1
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEAISGMHASettingsModel$LTEDetectedFromItemSelector,6.25%,15,1,2,1
,,com.hahaqu.em.bts.gui.lte.commissioning.model.MicroAntennaSettings,0.00%,11,0,7,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEALSModel,48.65%,362,343,41,50
,,com.hahaqu.em.bts.gui.lte.commissioning.model.ALDManagementProtocolTableModel,36.73%,31,18,8,7
,,com.hahaqu.em.bts.gui.lte.commissioning.model.ALDManagementProtocolData,0.00%,7,0,4,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTERETSettingsModel,25.30%,189,64,24,18
,,com.hahaqu.em.bts.gui.lte.commissioning.model.LTEAISGMHASettingsModel$CellConfType,100.00%,0,2,2,2
,,com.hahaqu.em.bts.common.antenna.rae.RaeWeightFactorsTab,0.00%,272,0,25,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeManagementTab$4,0.00%,3,0,2,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeManagementTab$3,0.00%,3,0,2,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeManagementTab$2,0.00%,3,0,2,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeManagementTab$1,0.00%,4,0,2,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeManagementTab$6,0.00%,1,0,1,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeManagementTab$5,0.00%,3,0,2,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeView$RaeUnitsTable,0.00%,18,0,3,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeDetailsData,0.00%,16,0,8,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeFilesTableModel,0.00%,32,0,8,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeUnitModel$RaeRequestFailedReason,0.00%,2,0,4,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeSelectedData,0.00%,19,0,13,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeWeightFactorsTableModel,0.00%,39,0,9,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeController,0.00%,3,0,2,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeWeightFactorsTab$1,0.00%,1,0,1,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeViewUtils,0.00%,33,0,10,0
,,com.hahaqu.em.bts.common.antenna.rae.AbstractRaeTab$1,0.00%,1,0,1,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeUnitModel,0.00%,301,0,59,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeDirectionData,0.00%,14,0,3,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeManagementTab$AllFileFilter,0.00%,4,0,3,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeUnitsTableModel,0.00%,28,0,11,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeManagementTab$RAEFileTableCellRenderer,0.00%,13,0,2,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeUnitData,0.00%,162,0,56,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeWeightTableData,0.00%,24,0,7,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeModelListener$RaeOperateSource,0.00%,9,0,4,0
,,com.hahaqu.em.bts.common.antenna.rae.AbstractRaeTab,0.00%,25,0,12,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeView$1,0.00%,3,0,1,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeControllerImpl,0.00%,20,0,6,0
,,com.hahaqu.em.bts.common.antenna.rae.AbstractRaeTab$RaeComboBoxRender,0.00%,8,0,2,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeModelListener$RaeOperateState,0.00%,5,0,4,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeManagementTab,0.00%,183,0,23,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeView,0.00%,396,0,38,0
,,com.hahaqu.em.bts.common.antenna.rae.AbstractRaeTab$RaeComboBox,0.00%,16,0,3,0
,,com.hahaqu.em.bts.common.antenna.rae.RaeBeamData,0.00%,20,0,4,0
,,com.hahaqu.em.bts.gui.tdlte.commissioning.model.scfprocessor.TDLTERETSettingsSCFProcessor,0.00%,95,0,11,0
,,com.hahaqu.em.bts.gui.lnf.commissioning.model.LNFALSModel,0.00%,3,0,2,0
,,com.hahaqu.em.bts.gui.lnf.commissioning.model.LNFAntennaSettings,0.00%,4,0,2,0
,,com.hahaqu.em.bts.gui.lnz.commissioning.model.initializer.LNZALSRAMLMetadataInitializer,0.00%,5,0,2,0
,,com.hahaqu.em.bts.common.commissioning.model.mdinitializer.ALSRAMLMetadataInitializer,92.70%,17,216,1,19
,,com.hahaqu.em.bts.common.component.module.ModuleRaeImpl,0.00%,186,0,33,0
,,com.hahaqu.em.bts.common.component.module.ModuleRaeUI,0.00%,31,0,7,0
,,com.hahaqu.em.bts.common.component.module.ModuleMHA,12.14%,275,38,28,9
,,com.hahaqu.em.bts.gui.lnf.commissioning.model.scfprocessor.LNFALSSCFProcessor,0.00%,2,0,2,0
,,com.hahaqu.em.bts.gui.lnf.commissioning.model.initializer.LNFALSRAMLMetadataInitializer,0.00%,5,0,2,0
,,com.hahaqu.em.bts.gui.tdlte.commissioning.model.initializer.TDLTEALSRAMLMetadataInitializer,0.00%,35,0,2,0
,,com.hahaqu.em.bts.gui.lte.component.siteinfo.model.LTEALSSiteInfoModel,0.00%,252,0,29,0
,,com.hahaqu.em.bts.gui.lte.component.siteinfo.model.MicroALSSiteInfoModel,0.00%,18,0,4,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.initializer.LTERETSettingsRAMLMetadataInitializer,100.00%,0,19,0,3
,,com.hahaqu.em.bts.gui.lte.commissioning.model.initializer.LTEALSRAMLMetadataInitializer,100.00%,0,34,0,6
,,com.hahaqu.em.bts.common.commissioning.scf.raml.runtimeSynchronize.rule.LNAAutoCommissionRule,0.00%,8,0,4,0
,,com.hahaqu.em.bts.gui.lnz.commissioning.model.validator.current.LNZAntennaSettingsValidator,0.00%,2,0,2,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.validator.relatedcondition.LTEDuplicatedALDsValidator,59.09%,9,13,1,3
,,com.hahaqu.em.bts.common.commissioning.view.eqview.AISGMHAEQView,83.33%,5,25,0,3
,,com.hahaqu.em.bts.common.commissioning.view.eqview.ALSEQView,78.12%,7,25,0,4
,,com.hahaqu.em.bts.common.commissioning.view.eqview.RETManagementEQView,87.50%,1,7,0,3
,,com.hahaqu.em.bts.common.commissioning.view.eqview.RETSettingsEQView,52.94%,8,9,0,5
,,com.hahaqu.em.bts.common.commissioning.view.eqview.TiltSettingsEQView,90.62%,3,29,1,7
,,com.hahaqu.em.bts.gui.lte.commissioning.model.scfprocessor.LTEALSSCFProcessor,47.13%,295,263,28,50
,,com.hahaqu.em.bts.gui.lte.commissioning.model.scfprocessor.MicroALSSCFProcessor,0.00%,44,0,6,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.scfprocessor.LTERETManagementSCFProcessor,0.00%,25,0,5,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.scfprocessor.LTERETSettingsSCFProcessor,30.19%,296,128,18,30
,,com.hahaqu.em.bts.common.commissioning.model.MHASettings$MHAProCodeDocListener,100.00%,0,4,0,2
,,com.hahaqu.em.bts.common.commissioning.model.RETSettings$UserNote1DocumentListener,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.model.ALSModel,57.67%,364,496,48,88
,,com.hahaqu.em.bts.common.commissioning.model.AISGMHASettingsModel$1,100.00%,0,4,0,2
,,com.hahaqu.em.bts.common.commissioning.model.RETSettingsModel$RETDetectionSourceSelector,25.00%,6,2,1,2
,,com.hahaqu.em.bts.common.commissioning.model.RETSettingsModel,51.88%,435,469,52,108
,,com.hahaqu.em.bts.common.commissioning.model.AISGMHASettingsModel$DetectedFromItemSelector,15.38%,11,2,1,2
,,com.hahaqu.em.bts.common.commissioning.model.ALSModel$3,17.65%,14,3,1,2
,,com.hahaqu.em.bts.common.commissioning.model.ALSModel$4,14.29%,6,1,2,1
,,com.hahaqu.em.bts.common.commissioning.model.ALSModel$1,100.00%,0,4,0,2
,,com.hahaqu.em.bts.common.commissioning.model.ALSModel$2,50.00%,2,2,1,2
,,com.hahaqu.em.bts.common.commissioning.model.TiltAntennaStorage,14.29%,24,4,5,1
,,com.hahaqu.em.bts.common.commissioning.model.PassiveMHASettings,0.00%,47,0,15,0
,,com.hahaqu.em.bts.common.commissioning.model.MHASettings,51.46%,199,211,36,54
,,com.hahaqu.em.bts.common.commissioning.model.RETSettings$SRCUDocumentListener,50.00%,1,1,1,1
,,com.hahaqu.em.bts.common.commissioning.model.RETSettings$SerialNumberDocumentListener,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.model.RETSettingsModel$DefaultUnitButtongModel,12.50%,7,1,1,1
,,com.hahaqu.em.bts.common.commissioning.model.RETManagementTableModel,66.27%,56,110,6,35
,,com.hahaqu.em.bts.common.commissioning.model.AISGMHASettingsModel,55.32%,294,364,35,71
,,com.hahaqu.em.bts.common.commissioning.model.AISGMHASettingsModel$AntennaItemSelector,33.33%,4,2,1,2
,,com.hahaqu.em.bts.common.commissioning.model.ALDSettingsModel,51.34%,182,192,18,46
,,com.hahaqu.em.bts.common.commissioning.model.AISGMHASettingsModel$LNANumberDocListener,0.00%,4,0,2,0
,,com.hahaqu.em.bts.common.commissioning.model.MHASettings$MHASerialNumListener,100.00%,0,4,0,2
,,com.hahaqu.em.bts.common.commissioning.model.RETSettings$ProductCodeDocumentListener,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.model.AntennaSettings$TXCHANNELValidator,57.89%,8,11,0,4
,,com.hahaqu.em.bts.common.commissioning.model.AISGMHASettingsModel$MHATypeItemSelector,4.00%,24,1,2,1
,,com.hahaqu.em.bts.common.commissioning.model.AntennaSettings,64.45%,150,272,44,107
,,com.hahaqu.em.bts.common.commissioning.model.DCPowerSourceTableModel,56.33%,69,89,9,27
,,com.hahaqu.em.bts.common.commissioning.model.RETSettings,62.11%,144,236,24,55
,,com.hahaqu.em.bts.common.commissioning.model.RETSettingsModel$2,100.00%,0,4,0,2
,,com.hahaqu.em.bts.common.commissioning.model.RETSettingsModel$1,25.00%,3,1,1,1
,,com.hahaqu.em.bts.common.commissioning.model.RETSettings$UserNote2DocumentListener,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.model.AntennaSettings$AntennaSettingsDocumentListener,71.43%,2,5,1,3
,,com.hahaqu.em.bts.common.commissioning.model.RETSettings$TiltDocumentListener,45.45%,6,5,2,3
,,com.hahaqu.em.bts.common.commissioning.model.MHASettings$MHADocumentListener,77.78%,2,7,1,4
,,com.hahaqu.em.bts.common.commissioning.model.RETSettings$AntennaUnitNumberDocumentListener,20.00%,4,1,1,1
,,com.hahaqu.em.bts.gui.tdlte.commissioning.model.validator.relatedcondition.TDLTEDuplicatedALDsValidator,0.00%,3,0,2,0
,,com.hahaqu.em.bts.gui.lte.commissioning.model.validator.current.LTERETSettingsModelValidator,100.00%,0,1,0,1
,,com.hahaqu.em.bts.gui.lte.commissioning.model.validator.current.LTEALSModelValidator,28.70%,164,66,6,10
,,com.hahaqu.em.bts.common.commissioning.model.validator.RETSettingsModelValidator,70.59%,25,60,3,12
,,com.hahaqu.em.bts.common.commissioning.model.validator.AntennaSettingsValidator,60.00%,6,9,0,4
,,com.hahaqu.em.bts.common.commissioning.model.validator.ALSModelValidator,46.15%,49,42,11,6
,,com.hahaqu.em.bts.common.commissioning.model.validator.AISGMHASettingsModelValidator,66.67%,6,12,0,4
,,com.hahaqu.em.bts.common.commissioning.scf.raml.RETUConfileApplyResBean,0.00%,6,0,4,0
,,com.hahaqu.em.bts.common.commissioning.scf.raml.RETUCalReqBean,57.14%,12,16,4,5
,,com.hahaqu.em.bts.common.commissioning.scf.raml.ALDBean,75.29%,21,64,7,24
,,com.hahaqu.em.bts.common.commissioning.scf.raml.RETUCalResBean,0.00%,6,0,4,0
,,com.hahaqu.em.bts.common.commissioning.scf.raml.RETBean,57.14%,18,24,8,10
,,com.hahaqu.em.bts.common.commissioning.scf.raml.RETUConfileApplyReqBean,0.00%,30,0,9,0
,,com.hahaqu.em.bts.common.hwmodel.MHAModel,39.76%,203,134,28,44
,,com.hahaqu.em.bts.common.hwmodel.RAEModel,0.00%,173,0,54,0
,,com.hahaqu.em.bts.common.hwmodel.RAEModel$RAEComparator,0.00%,14,0,4,0
,,com.hahaqu.em.bts.common.hwmodel.MHAModel$SubunitType,0.00%,7,0,5,0
,,com.hahaqu.em.bts.gui.lnz.commissioning.model.scfprocessor.LNZALSSCFProcessor,0.00%,2,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.AISGMHASettingsView,68.44%,148,321,39,31
,,com.hahaqu.em.bts.common.commissioning.view.RETManangementTable,72.15%,22,57,1,10
,,com.hahaqu.em.bts.common.commissioning.view.AISGMHASettingsView$MHAListIconRender,80.00%,8,32,0,5
,,com.hahaqu.em.bts.common.commissioning.view.RETSettingsView$UnitListIconRender,78.95%,8,30,0,5
,,com.hahaqu.em.bts.common.commissioning.view.AISGMHASettingsView$MHAListSelectionHandler,25.00%,3,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.ALSView,82.50%,108,509,16,76
,,com.hahaqu.em.bts.common.commissioning.view.AntennaDeviceAdditionalDataPanel$10,50.00%,1,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.AntennaDeviceAdditionalDataPanel,48.74%,204,194,17,20
,,com.hahaqu.em.bts.common.commissioning.view.RETAdditionalDataPanel,79.31%,18,69,3,6
,,com.hahaqu.em.bts.common.commissioning.view.RETAdditionalDataPanel,79.31%,18,69,3,6
,,com.hahaqu.em.bts.common.commissioning.view.RETAntennasTable,69.70%,10,23,2,4
,,com.hahaqu.em.bts.common.commissioning.view.ALSView$AntennaListSelectionHandler,6.25%,15,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.ALSMHAInfoView$2,50.00%,6,6,0,2
,,com.hahaqu.em.bts.common.commissioning.view.ALSMHAInfoView$2,50.00%,6,6,0,2
,,com.hahaqu.em.bts.common.commissioning.view.ALSMHAInfoView$1,9.09%,10,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.ALSMHAInfoView$1,9.09%,10,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.ALSMHAInfoView$4,20.00%,4,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.ALSMHAInfoView$4,20.00%,4,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.ALSMHAInfoView$3,20.00%,4,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.ALSMHAInfoView$3,20.00%,4,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.RETManagementView$1,0.00%,3,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.ALSView$TxAttenuationOrGainAction,33.33%,8,4,1,1
,,com.hahaqu.em.bts.common.commissioning.view.AISGMHASettingsView$7,0.00%,4,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.AISGMHASettingsView$6,0.00%,4,0,3,0
,,com.hahaqu.em.bts.common.commissioning.view.RETSettingsView$ListSelectionHandler,20.00%,4,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.AISGMHASettingsView$5,0.00%,4,0,3,0
,,com.hahaqu.em.bts.common.commissioning.view.AISGMHASettingsView$4,4.55%,42,2,1,1
,,com.hahaqu.em.bts.common.commissioning.view.AISGMHASettingsView$3,0.00%,3,0,2,0
,,com.hahaqu.em.bts.common.commissioning.view.AISGMHASettingsView$2,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.AISGMHASettingsView$1,33.33%,2,1,1,1
,,com.hahaqu.em.bts.common.commissioning.view.RETSettingsView$UsedInAction,66.67%,2,4,1,1
